Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
02/08/2004 13:51:25,21ef26838dc27b12450eac55d12e0562f3e64721,"Refactored Frequency to support cummulative frequency counts and percentages. Also eliminated the name property.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141089 13f79535-47bb-0310-9956-ffa450edef68",FrequencyTest.java,testSetName,yes,yes,yes,yes,,
02/16/2004 1:04:04,9267ae3bb27364ebba95cc615c2bf0308e6cb32e,"Fixed logic in bean transformer tests to match API.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141097 13f79535-47bb-0310-9956-ffa450edef68",BeanTransformerTest.java,testTransformInvocationError,yes,yes,yes,yes,,
04/02/2004 15:43:35,6f44b3961194851984aeb211dd16616bb97cfef5,"Removed InterpolatorTest, replaced by SplineInterpolatorTest.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141149 13f79535-47bb-0310-9956-ffa450edef68",InterpolatorTest.java,testInterpolateLinearDegenerateTwoSegment,yes,yes,yes,yes,,
,,,,testInterpolateLinearDegenerateThreeSegment,yes,yes,yes,yes,,
,,,,testInterpolateLinear,yes,yes,yes,yes,,
,,,,testInterpolateSin,yes,yes,yes,yes,,
,,,,testIllegalArguments,yes,yes,yes,yes,,
05/02/2004 21:57:08,3e97a3afbbb65d858babfe3bf905fc62665f98fe,"Removed file to be replaced by TTestTest, ChiSquareTestTest.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141205 13f79535-47bb-0310-9956-ffa450edef68",TestStatisticTest.java,testChiSquare,yes,yes,yes,yes,,
,,,,testT,yes,yes,yes,yes,,
05/03/2004 18:16:39,631377f86befb652e2927757de52944d3d2d6a61,"Removed failing test.  Should never have been committed.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141211 13f79535-47bb-0310-9956-ffa450edef68",DescriptiveStatisticsTest.java,testGetKurtosis,yes,yes,yes,yes,,
05/05/2004 7:32:45,80b101bea540755a6c37a1dc47c2ba0ff74aeb51,"Removed pending license investigation.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141213 13f79535-47bb-0310-9956-ffa450edef68",NormalDistributionTest.java,testCumulativeProbabilitydoubleM_MINUS_2SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_MINUS_SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_2SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_3SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_4SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_5SD,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability0,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability1,yes,yes,yes,yes,,
,,,,testGetMean,yes,yes,yes,yes,,
,,,,testSetMean,yes,yes,yes,yes,,
,,,,testGetStandardDeviation,yes,yes,yes,yes,,
,,,,testSetStandardDeviation,yes,yes,yes,yes,,
,,,,testGetCdfAlgorithm,yes,yes,yes,yes,,
,,,,testSetCdfAlgorithm,yes,yes,yes,yes,,
05/10/2004 21:12:11,73812e41db0aa040b53c6ff3f35804c037aa2a9b,"Modified to extend DiscreteDistributionAbstractTest. Added degenerate test cases.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141222 13f79535-47bb-0310-9956-ffa450edef68",BinomialDistributionTest.java,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testCumulativeProbability1,yes,yes,yes,yes,,
,,,,testCumulativeProbability2,yes,yes,yes,yes,,
,,,,testCumulativeProbability3,yes,yes,yes,yes,,
,,,,testCumulativeProbability4,yes,yes,yes,yes,,
,,,,testCumulativeProbability9,yes,yes,yes,yes,,
,,,,testcumulativeProbability8,yes,yes,yes,yes,,
,,,HypergeometricDistributionTest.java,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testCumulativeProbability0,yes,yes,yes,yes,,
,,,,testCumulativeProbability1,yes,yes,yes,yes,,
,,,,testCumulativeProbability2,yes,yes,yes,yes,,
,,,,testCumulativeProbability3,yes,yes,yes,yes,,
,,,,testCumulativeProbability4,yes,yes,yes,yes,,
,,,,testCumulativeProbability5,yes,yes,yes,yes,,
05/22/2004 19:56:15,e0452e4d79ade8380dafea2dd1b4cfd3b3fde9f0,"Pre Issue 29012, getKurtosisClass() did not have a tolerance; therefore,
any non-zero kurtosis was consistently mesokurtic.  Instead of getting 
into this level of detail, getKurtosisClass() has been removed, it is a
subjective measure not appropriate for DescStat.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141238 13f79535-47bb-0310-9956-ffa450edef68",DescriptiveStatisticsTest.java,testKurtosisClass,yes,yes,yes,yes,,
05/29/2004 17:52:44,b31439f3ec9bb216465ae77de5f7cb8433dd3140,"Modified to extend ContinuousDistributionAbstractTest, improved coverage.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141247 13f79535-47bb-0310-9956-ffa450edef68",ChiSquareDistributionTest.java,testLowerTailProbability,yes,yes,yes,yes,,
,,,,testUpperTailProbability,yes,yes,yes,yes,,
,,,,testLowerTailValues,yes,yes,yes,yes,,
,,,,testUpperTailValues,yes,yes,yes,yes,,
05/29/2004 20:39:33,1d5a4e2d3d0fbd894b4e344a3d6ea601c14ab80e,"Modified to extent ContinuousDistrbutionAbstractTest. Improved coverage.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141249 13f79535-47bb-0310-9956-ffa450edef68",FDistributionTest.java,testLowerTailProbability,yes,yes,yes,yes,,
,,,,testUpperTailProbability,yes,yes,yes,yes,,
,,,,testLowerTailValues,yes,yes,yes,yes,,
,,,,testUpperTailValues,yes,yes,yes,yes,,
05/30/2004 0:54:43,229c782087d2eaef17d23682fcd8b36a73bb756b,"Modified to extend ContinuousDistributionAbstractTest, improved coverage.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141251 13f79535-47bb-0310-9956-ffa450edef68",NormalDistributionTest.java,testCumulativeProbabilitydoubleM_MINUS_2SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_MINUS_SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_2SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_3SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_4SD,yes,yes,yes,yes,,
,,,,testCumulativeProbabilitydoubleM_PLUS_5SD,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
05/30/2004 17:13:35,5b9f353eeabc824146443b3c413be1f670985b4d,"Modified to extend ContinuousDistributionAbstract test, improved coverage.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141252 13f79535-47bb-0310-9956-ffa450edef68",TDistributionTest.java,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testCumulativeProbability001,yes,yes,yes,yes,,
,,,,testCumulativeProbability010,yes,yes,yes,yes,,
,,,,testCumulativeProbability025,yes,yes,yes,yes,,
,,,,testCumulativeProbability050,yes,yes,yes,yes,,
,,,,testCumulativeProbability100,yes,yes,yes,yes,,
,,,,testCumulativeProbability999,yes,yes,yes,yes,,
,,,,testCumulativeProbability990,yes,yes,yes,yes,,
,,,,testCumulativeProbability975,yes,yes,yes,yes,,
,,,,testCumulativeProbability950,yes,yes,yes,yes,,
,,,,testCumulativeProbability900,yes,yes,yes,yes,,
06/01/2004 18:45:11,a40de0d92f8af0ce318904f75d85da4e1af34bfe,"Now that we have BeanUtils ""free"" versions of these they do not need to be maintained in experimental.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141264 13f79535-47bb-0310-9956-ffa450edef68",BeanTransformerTest.java,testConstructor,yes,yes,yes,yes,,
,,,,testConstructorString,yes,yes,yes,yes,,
,,,,testSetPropertyName,yes,yes,yes,yes,,
,,,,testTransformNoSuchMethod,yes,yes,yes,yes,,
,,,,testTransform,yes,yes,yes,yes,,
,,,,testTransformInvalidType,yes,yes,yes,yes,,
06/02/2004 8:08:55,73d8935012ba2726fba44b4458f469584c2c889b,"Added support for equal variances tests.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141271 13f79535-47bb-0310-9956-ffa450edef68",TTestTest.java,testT,no,no,no,no,,renamed
06/06/2004 11:39:06,e571567af922731d3c01fe62c266c71994ee931b,"Modified to extend ContinuousDistributionAbstractTest.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141282 13f79535-47bb-0310-9956-ffa450edef68",ExponentialDistributionTest.java,testInverseCumulativeProbability001,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability010,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability025,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability050,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability100,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability999,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability990,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability975,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability950,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbability900,yes,yes,yes,yes,,
,,,,testCumulativeProbability001,yes,yes,yes,yes,,
,,,,testCumulativeProbability010,yes,yes,yes,yes,,
,,,,testCumulativeProbability025,yes,yes,yes,yes,,
,,,,testCumulativeProbability050,yes,yes,yes,yes,,
,,,,testCumulativeProbability100,yes,yes,yes,yes,,
,,,,testCumulativeProbability999,yes,yes,yes,yes,,
,,,,testCumulativeProbability990,yes,yes,yes,yes,,
,,,,testCumulativeProbability975,yes,yes,yes,yes,,
,,,,testCumulativeProbability950,yes,yes,yes,yes,,
,,,,testCumulativeProbability900,yes,yes,yes,yes,,
,,,,testCumulativeProbabilityNegative,yes,yes,yes,yes,,
,,,,testCumulativeProbabilityZero,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbabilityNegative,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbabilityZero,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbabilityOne,yes,yes,yes,yes,,
,,,,testInverseCumulativeProbabilityPositive,yes,yes,yes,yes,,
06/14/2004 16:41:33,45224a8ead4295f0941720322a744b5f5318506a,"Combined Expandable, ContractableDoubleArrays into ResizableDoubleArray and dropped FixedDoubleArray.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141291 13f79535-47bb-0310-9956-ffa450edef68",ExpandableDoubleArrayTest.java,testIllegalInitialCapacity,yes,yes,yes,yes,,
,,,,testIllegalExpansionFactor,yes,yes,yes,yes,,
,,,,testSetOutOfBounds,yes,yes,yes,yes,,
,,,,testGetOutOfBounds,yes,yes,yes,yes,,
,,,FixedDoubleArrayTest.java,testExceedingElements,yes,yes,yes,yes,,
,,,,testGetExceeding,yes,yes,yes,yes,,
,,,,testSetElement,yes,yes,yes,yes,,
,,,,testOnlyRolling,yes,yes,yes,yes,,
,,,,testClear,yes,yes,yes,yes,,
07/10/2004 12:13:00,65b57b6018eda2b0f5a6eb7e7833bd96eb20e4b6,"Removed tests for factory methods that have been removed.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141370 13f79535-47bb-0310-9956-ffa450edef68",DescriptiveStatisticsTest.java,testNewInstanceStringNull,yes,yes,yes,yes,,
,,,,testNewInstanceStringValid,yes,yes,yes,yes,,
07/11/2004 13:42:07,75dc4f119ab82b07ab1d73a2321fba7d1ce4630d,"Added tests for methods computing variance from mean, removed obsolete tests.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141378 13f79535-47bb-0310-9956-ffa450edef68",StatUtilsTest.java,testSkewAndKurtosis,yes,yes,yes,yes,,
,,,,testProductAndGeometricMean,yes,yes,yes,yes,,
10/12/2004 1:19:50,488ed27c25ef5c2900001021cab50636ebc65c28,"Removed data mutators from RealMatrix interface and RealMatrixImpl.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141471 13f79535-47bb-0310-9956-ffa450edef68",RealMatrixImplTest.java,testEntryMutators,conflict,no,no,yes,,
10/24/2004 22:13:31,20a6b4de56fa812cae5753d3e2595b3882d2df17,"Modified tests to work with immutable BigMatrix.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141484 13f79535-47bb-0310-9956-ffa450edef68",BigMatrixImplTest.java,testEntryMutators,yes,yes,yes,yes,,
12/05/2004 23:49:44,6e57f9a1bada3577e81997a209304db0911e12c4,"Removed JDK 1.4 dependent code.
PR# 32538.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141513 13f79535-47bb-0310-9956-ffa450edef68",InvalidMatrixExceptionTest.java,testConstructorMessageCause,yes,yes,yes,yes,,
,,,,testConstructorCause,yes,yes,yes,yes,,
,,,MatrixIndexExceptionTest.java,testConstructorMessageCause,yes,yes,yes,yes,,
,,,,testConstructorCause,yes,yes,yes,yes,,
11/22/2006 22:17:13,1d1e19921ccc1ec10ba3a20212efc1f5c1d0f155,"Collection of patches to initial Mantissa sources:
- Fixed a problem when switching functions triggered derivatives
  discontinuities
- Removed methods and classes that were deprecated in Mantissa
  and do not need to be preserved in commons-math as backward compatibility
  is not a problem for this newly integrated code
- Changed Vector3D and Rotation to immutable classes for ease of use
- Improved some javadoc in class Rotation
JIRA: MATH-161
Submitted (with patches) by Luc Maisonobe


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@478458 13f79535-47bb-0310-9956-ffa450edef68",ImmutableVector3DTest.java,testCanonical,yes,yes,yes,yes,,
12/19/2006 16:11:07,cc73bfb42fa86c01e37a1b7021b1ab41e0f0cb63,"Updated contributed sources - Mantissa 7 upgrade. JIRA: MATH-162

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@488828 13f79535-47bb-0310-9956-ffa450edef68",LevenbergMarquardtEstimatorTest.java,testMinpackLinearFullRank,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1ZeroColsAndRows,yes,yes,yes,yes,,
,,,,testMinpackRosenbrok,yes,yes,yes,yes,,
,,,,testMinpackHelicalValley,yes,yes,yes,yes,,
,,,,testMinpackPowellSingular,yes,yes,yes,yes,,
,,,,testMinpackFreudensteinRoth,yes,yes,yes,yes,,
,,,,testMinpackBard,yes,yes,yes,yes,,
,,,,testMinpackKowalikOsborne,yes,yes,yes,yes,,
,,,,testMinpackMeyer,yes,yes,yes,yes,,
,,,,testMinpackWatson,yes,yes,yes,yes,,
,,,,testMinpackBox3Dimensional,yes,yes,yes,yes,,
,,,,testMinpackJennrichSampson,yes,yes,yes,yes,,
,,,,testMinpackBrownDennis,yes,yes,yes,yes,,
,,,,testMinpackChebyquad,yes,yes,yes,yes,,
,,,,testMinpackBrownAlmostLinear,yes,yes,yes,yes,,
,,,,testMinpackOsborne1,yes,yes,yes,yes,,
,,,,testMinpackOsborne2,yes,yes,yes,yes,,
,,,MappableArrayTest.java,testRealloc,yes,yes,yes,yes,,
,,,,testUpdateArray,yes,yes,yes,yes,,
02/26/2007 16:22:53,15d96cbafda499c3a41203c695bfe314d1db9b74,"added support for generation and analysis of random vectors

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@512039 13f79535-47bb-0310-9956-ffa450edef68",CorrelatedRandomVectorGeneratorTest.java,testRank,yes,yes,yes,yes,,
,,,,testRootMatrix,yes,yes,yes,yes,,
,,,,testMeanAndCovariance,yes,yes,yes,yes,,
,,,VectorialSampleStatisticsTest.java,testAddSample,yes,yes,yes,yes,,
,,,,testAddArray,yes,yes,yes,yes,,
02/26/2007 16:44:18,7f8c5e256211085edcb5180310e7b6ec6a63b588,"deprecated the no argument constructor

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@512050 13f79535-47bb-0310-9956-ffa450edef68",MatrixIndexExceptionTest.java,testConstructor,yes,yes,yes,yes,,
02/26/2007 16:59:45,f3b02ccea3be696a8fc0d3f6d0cabcc7b718eb97,"added the estimation package from Mantissa

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@512061 13f79535-47bb-0310-9956-ffa450edef68",GaussNewtonEstimatorTest.java,testNoMeasurementError,yes,yes,yes,yes,,
,,,,testSmallMeasurementError,yes,yes,yes,yes,,
,,,,testNoError,yes,yes,yes,yes,,
,,,,testUnsolvableProblem,yes,yes,yes,yes,,
02/26/2007 17:12:40,e2ffb905724787ed87bbc64ce56673391a00279e,"added the ode package from Mantissa

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@512066 13f79535-47bb-0310-9956-ffa450edef68",ClassicalRungeKuttaIntegratorTest.java,testOrder,yes,yes,yes,yes,,
,,,EulerIntegratorTest.java,testOrder,yes,yes,yes,yes,,
,,,GillIntegratorTest.java,testOrder,yes,yes,yes,yes,,
,,,MidpointIntegratorTest.java,testOrder,yes,yes,yes,yes,,
,,,ThreeEighthesIntegratorTest.java,testOrder,yes,yes,yes,yes,,
06/07/2007 9:35:04,a012ec83ecd0d13fd7ba250da322a6183adb45aa,"Removed dependency on DistributionFactory.

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@545192 13f79535-47bb-0310-9956-ffa450edef68",DistributionFactoryImplTest.java,testCreateChiSquareDistributionNegative,yes,yes,yes,yes,,
,,,,testCreateChiSquareDistributionZero,yes,yes,yes,yes,,
,,,,testCreateChiSquareDistributionPositive,yes,yes,yes,yes,,
,,,,testCreateFDistributionNegativePositive,yes,yes,yes,yes,,
,,,,testCreateFDistributionZeroPositive,yes,yes,yes,yes,,
,,,,testCreateFDistributionPositiveNegative,yes,yes,yes,yes,,
,,,,testCreateFDistributionPositiveZero,yes,yes,yes,yes,,
,,,,testCreateFDistributionPositivePositive,yes,yes,yes,yes,,
,,,,testCreateExponentialDistributionNegative,yes,yes,yes,yes,,
,,,,testCreateExponentialDistributionZero,yes,yes,yes,yes,,
,,,,testCreateExponentialDistributionPositive,yes,yes,yes,yes,,
,,,,testCreateGammaDistributionNegativePositive,yes,yes,yes,yes,,
,,,,testCreateGammaDistributionZeroPositive,yes,yes,yes,yes,,
,,,,testCreateGammaDistributionPositiveNegative,yes,yes,yes,yes,,
,,,,testCreateGammaDistributionPositiveZero,yes,yes,yes,yes,,
,,,,testCreateGammaDistributionPositivePositive,yes,yes,yes,yes,,
,,,,testCreateTDistributionNegative,yes,yes,yes,yes,,
,,,,testCreateTDistributionZero,yes,yes,yes,yes,,
,,,,testCreateTDistributionPositive,yes,yes,yes,yes,,
,,,,testBinomialDistributionNegativePositive,yes,yes,yes,yes,,
,,,,testBinomialDistributionZeroPositive,yes,yes,yes,yes,,
,,,,testBinomialDistributionPositivePositive,yes,yes,yes,yes,,
,,,,testBinomialDistributionPositiveNegative,yes,yes,yes,yes,,
,,,,testBinomialDistributionPositiveZero,yes,yes,yes,yes,,
,,,,testBinomialDistributionPositiveOne,yes,yes,yes,yes,,
,,,,testBinomialDistributionPositiveTwo,yes,yes,yes,yes,,
,,,,testHypergeometricDistributionNegativePositivePositive,yes,yes,yes,yes,,
