Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments,,,,
11/18/2009 0:43:23,8550f4da086fe77943124164c41c4210f348c940,"Removing ArrayUtils.hashCode per LANG-492; it is now available as java.util.Arrays.hashCode

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@881685 13f79535-47bb-0310-9956-ffa450edef68",ArrayUtilsTest.java,testHashCode,yes,yes,yes,yes,,,,,,
01/01/2010 18:06:06,ebfb96b0a95557559dc801fba31efc260ab24744,"Removing isThrowableNested, isNestedThrowable and getFullStackTrace as they were all types of no-op once you got to JDK 1.4. LANG-491

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@895097 13f79535-47bb-0310-9956-ffa450edef68",ExceptionUtilsTest.java,testIsThrowableNested,yes,yes,yes,yes,,,,,,
,,,,testIsNestedThrowable_Throwable,yes,yes,yes,yes,,,,,,
01/01/2010 23:15:05,228527bd83f3f73cc2ab030bb65b370eeb418b1c,"Removing the selfCause tests. This is not a legal state for JDK Throwable cause properties, and I'm going to drop the support for people creating methods named 'setCause'. I can't find a lot of examples of this method naming in search engines. LANG-491

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@895122 13f79535-47bb-0310-9956-ffa450edef68",ExceptionUtilsTest.java,testGetThrowables_Throwable_selfCause,yes,yes,yes,yes,,,,,,
,,,,testGetThrowableList_Throwable_selfCause,yes,yes,yes,yes,,,,,,
01/01/2010 23:44:35,e6e7f16e570f18518fad49c72547a3965e1bb8d4,"Removing setCause method. JDK 1.4 provided an initCause method and this method was to support both pre and post JDK 1.4 use cases. I don't see much of a reason to keep supporting Exceptions that have setCause as well as the inherited initCause. LANG-491

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@895126 13f79535-47bb-0310-9956-ffa450edef68",ExceptionUtilsTest.java,testSetCause,yes,yes,yes,yes,,,,,,
,,,,testSetCauseToNull,yes,yes,yes,yes,,,,,,
03/15/2010 12:11:55,022d08cfd31475073c664da109ad50bfe9539d82,"Fix DefaultExceptionContext.addValue that overwrites information in a recursive situation (LANG-605). Allow explicit replacement of a label with the new replaceValue methods.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@923341 13f79535-47bb-0310-9956-ffa450edef68",ContextedExceptionTest.java,testGetMessage,yes,yes,yes,yes,,,,,,
,,,ContextedRuntimeExceptionTest.java,testGetMessage,yes,yes,yes,yes,,,,,,
03/15/2010 19:37:07,bc52782cd84f4356d2984e1aa01806f81754eb08,"https://issues.apache.org/jira/browse/LANG-607 StringUtils methods do not handle Unicode 2.0+ supplementary characters correctly.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@923525 13f79535-47bb-0310-9956-ffa450edef68",StringUtilsEqualsIndexOfTest.java,testContainsAnyCharArrayWithSupplementaryChars,no,no,no,no,,renamed,,,,
07/13/2010 14:56:45,0a7381942ca183a63750cdcdcad6a6ac5c9aa95d,"[LANG-597] vastly expanded TypeUtils

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@963845 13f79535-47bb-0310-9956-ffa450edef68",TypeUtilsTest.java,testGetRawTypeClass,no,no,no,no,,renamed and modified to test more edge cases,,,,
,,,,testGetRawTypeParameterizedType,no,no,no,no,,renamed and modified to test more edge cases,,,,
,,,,testGetRawTypeTypeVariable,no,no,no,no,,renamed and modified to test more edge cases,,,,
,,,,testGetRawTypeUnresolvableTypeVariable,no,no,no,no,,renamed and modified to test more edge cases,,,,
,,,,testGetRawTypeGenericArray,no,no,no,no,,renamed and modified to test more edge cases,,,,
07/22/2010 12:42:17,4f2cfd7a782f45989fcf0cbd2e49c3694d85c0af,"Removing ReflectiveEventSupport per author's suggestion.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@966769 13f79535-47bb-0310-9956-ffa450edef68",ReflectiveEventSupportTest.java,testReflectiveEventSupport,yes,yes,yes,yes,,,,,,
,,,,testFireEventByMethodName,yes,yes,yes,yes,,,,,,
,,,,testFireEventByMethodNameToInaccessibleMethods,yes,yes,yes,yes,,,,,,
,,,,testFireEventNullMethodName,yes,yes,yes,yes,,,,,,
,,,,testFireEventByMethod,yes,yes,yes,yes,,,,,,
,,,,testFireEventByMethodToInaccessibleMethods,yes,yes,yes,yes,,,,,,
,,,,testFireEventNullMethod,yes,yes,yes,yes,,,,,,
,,,,testGetSource,yes,yes,yes,yes,,,,,,
07/22/2010 14:08:59,a43c5746fc7faf57f063d0e025108998557d56b6,"Backing out LANG-580

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@966806 13f79535-47bb-0310-9956-ffa450edef68",AbstractEventSupportTest.java,testAddListener,yes,yes,yes,yes,,,,,,
,,,,testAddNullListener,yes,yes,yes,yes,,,,,,
,,,,testRemoveListener,yes,yes,yes,yes,,,,,,
,,,,testRemoveNullListener,yes,yes,yes,yes,,,,,,
,,,,testGetSource,yes,yes,yes,yes,,,,,,
,,,,testIterator,yes,yes,yes,yes,,,,,,
08/22/2010 17:57:51,f76a32ff88006ecf07a523c6daa3405acfc2243f,"Removing the CharSequenceUtils.length method in favour of the StringUtils.length method

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@987957 13f79535-47bb-0310-9956-ffa450edef68",CharSequenceUtilsTest.java,testLength_String,yes,yes,yes,yes,,,,,,
,,,,testLength_StringBuffer,yes,yes,yes,yes,,,,,,
,,,,testLength_StringBuilder,yes,yes,yes,yes,Missing a test,,,,,
09/13/2010 17:09:54,5615bbb7ad2f739423e0eef92062988c01bd59f2,"revert previous change with unintentional reformatting

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@996704 13f79535-47bb-0310-9956-ffa450edef68",AnnotationUtilsTest.java,testGeneratedAnnotationEquivalentToRealAnnotation,yes,yes,yes,yes,,,,,,
01/16/2011 22:05:02,151220646a488159159c7bb4a3739aefac0d8640,"Removing the pending directory; doesn't look likely to ever get used

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1059745 13f79535-47bb-0310-9956-ffa450edef68",CalendarUtilsTest.java,testRound,yes,yes,yes,yes,,,,,,
,,,,testTrunc,yes,yes,yes,yes,,,,,,
,,,,testParse,yes,yes,yes,yes,,,,,,
,,,,testWeekIterator,yes,yes,yes,yes,,,,,,
,,,,testMonthIterator,yes,yes,yes,yes,,,,,,
,,,DateFormatterTest.java,testParseCVS,yes,yes,yes,yes,,,,,,
01/22/2011 23:32:46,ead7d965e709182157694490c8bc8d744ec64161,"Removing WordUtils.abbreviate as it's already found in StringUtils.abbreviate. This was identified in LANG-673

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1062328 13f79535-47bb-0310-9956-ffa450edef68",WordUtilsTest.java,testAbbreviate,yes,yes,yes,yes,,,,,,
01/29/2011 21:48:40,9ae054b7c894706fcaea519a14f48cc773835069,"Removed isJavaVersionAtLeast(float) and (int), and added an enum variant with the new JavaVersion enum. Updated the rest of the code, switched isJavaVersionAtLeast over to using java.specification.version and not java.version (the vendor code) and dropped JAVA_VERSION_TRIMMED, JAVA_VERSION_FLOAT and JAVA_VERSION_INT. See: LANG-624

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1065174 13f79535-47bb-0310-9956-ffa450edef68",SystemUtilsTest.java,testJavaVersionAsFloat,yes,yes,yes,yes,,,,,,
,,,,testJavaVersionAsInt,yes,yes,yes,yes,,,,,,
,,,,testJavaVersionAtLeastFloat,yes,yes,yes,yes,,,,,,
,,,,testJavaVersionAtLeastInt,yes,yes,yes,yes,,,,,,
03/07/2011 23:34:01,8542ccb689031ef8efb416a6c95dd8b9b2c5e5c1,"Dropping the concat methods. Moving the join(Object[]) to join(Object...). LANG-396. LANG-683. 

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1079173 13f79535-47bb-0310-9956-ffa450edef68",StringUtilsTest.java,testConcatWith_StringObjects,yes,yes,yes,yes,,,,,,
03/15/2011 23:39:17,196067da9716e4ae4078743c0c56540ee64892f4,"Removing CharSequenceUtils in favour of putting the code in StringUtils

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1082046 13f79535-47bb-0310-9956-ffa450edef68",CharSequenceUtilsTest.java,testConstructor,yes,yes,yes,yes,missing a test,,,,,
03/21/2011 10:58:07,05510d7079702905de640b0c399908eddba7752b,"retract @Nonbinding support; doesn't seem proper default behavior

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1083849 13f79535-47bb-0310-9956-ffa450edef68",AnnotationUtilsTest.java,testNonbinding,yes,yes,yes,yes,,,,,,
04/21/2011 17:25:00,9d2f0b9a182d0f80bd5c3a925ee566b86805e6a3,"Pair implements java.util.Formattable and defers toString() handling thereto.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1095836 13f79535-47bb-0310-9956-ffa450edef68",PairTest.java,testToStringFormat,yes,yes,yes,yes,,,,,,
05/25/2011 9:44:04,7e6b6fce8d8f26c984b70465b6c94bd2d4a54582,"Remove Formattable from Pair

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1127546 13f79535-47bb-0310-9956-ffa450edef68",FormattableUtilsTest.java,testToStringFormattable,yes,yes,yes,yes,,,,,,
07/06/2011 18:54:57,6be2343397b8192fc1328da21962dea27a8b2422,"Refactor ExceptionContext and derived. Context contract stipulates a sequence of label-value entries with support for multiple entries for the same label.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1143612 13f79535-47bb-0310-9956-ffa450edef68",DefaultExceptionContextTest.java,testGetValue,conflict,no,yes,no,,renamed; refactor,,,,
,,,,testGetLabelSet,conflict,no,yes,no,missing tests from other classes in this commit,renamed; refactor,,,,
08/17/2011 22:59:16,4335b4067d5d6e8417c606f306f67e8d53353f14,"Removing collections tests - far too complex a system for the comparators' needs. Will rewrite as standalone test classes

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1159018 13f79535-47bb-0310-9956-ffa450edef68",TestComparatorChain.java,testNoopComparatorChain,yes,yes,yes,yes,,,,,,
,,,,testBadNoopComparatorChain,yes,yes,yes,yes,,,,,,
,,,,testListComparatorChain,yes,yes,yes,yes,,,,,,
,,,,testBadListComparatorChain,yes,yes,yes,yes,,,,,,
,,,,testComparatorChainOnMinvaluedCompatator,yes,yes,yes,yes,,,,,,
,,,TestFixedOrderComparator.java,testConstructorPlusAdd,yes,yes,yes,yes,,,,,,
,,,,testArrayConstructor,yes,yes,yes,yes,,,,,,
,,,,testListConstructor,yes,yes,yes,yes,,,,,,
,,,,testAddAsEqual,yes,yes,yes,yes,,,,,,
,,,,testLock,yes,yes,yes,yes,,,,,,
,,,,testUnknownObjectBehavior,yes,yes,yes,yes,,,,,,
,,,TestReverseComparator.java,testSerializeDeserializeThenCompare,yes,yes,yes,yes,,,,,,
09/07/2011 11:27:42,613e988c80025b6238a9c8b7b7835791cf10407f,"Revert changes from r1166233: [LANG-750] Add MethodUtil APIs to call methods without parameters.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1166253 13f79535-47bb-0310-9956-ffa450edef68",MethodUtilsTest.java,testInvokeMethodNoParam,yes,yes,yes,yes,,,,,,
,,,,testInvokeMethodNoParamFailure,yes,yes,yes,yes,,,,,,
,,,,testInvokeExactMethodNoParam,yes,yes,yes,yes,,,,,,
,,,,testInvokeExactMethodNoParamFailure,yes,yes,yes,yes,,,,,,
,,,,testInvokeStaticMethodNoParam,yes,yes,yes,yes,,,,,,
,,,,testInvokeStaticMethodNoParamFailure,yes,yes,yes,yes,,,,,,
,,,,testInvokeExactStaticMethodNoParam,yes,yes,yes,yes,,,,,,
,,,,testInvokeExactStaticMethodNoParamFailure,yes,yes,yes,yes,,,,,,
11/08/2011 22:12:18,9bb33616169fe9113284f23712f94254d18b0e23,"Dropping comparators for next release (LANG-532)

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1199609 13f79535-47bb-0310-9956-ffa450edef68",ComparableComparatorTest.java,testUse,yes,yes,yes,yes,,,,,,
,,,,testEquals,yes,yes,yes,yes,,,,,,
,,,ComparatorChainTest.java,testUse,yes,yes,yes,yes,,,,,,
,,,,testIterate,yes,yes,yes,yes,,,,,,
,,,FixedOrderComparatorTest.java,testJavadocExample,yes,yes,yes,yes,,,,,,
,,,NullComparatorTest.java,testNullHigh,yes,yes,yes,yes,,,,,,
,,,,testNullLow,yes,yes,yes,yes,,,,,,
,,,ReverseComparatorTest.java,testUse,yes,yes,yes,yes,,,,,,
,,,,testTwoCallsCancel,yes,yes,yes,yes,,,,,,
,,,,testEquality,yes,yes,yes,yes,,,,,,
09/22/2012 10:27:40,79c627478f482a55ab9bf821b2cfbe2237ab3d53,"LANG-799 - DateUtils#parseDate uses default locale; add Locale support
Remove unnecessary test

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1388818 13f79535-47bb-0310-9956-ffa450edef68",DateUtilsTest.java,testParseBadLocale,yes,yes,yes,yes,,,,,,
09/23/2012 19:11:23,a81da42d9039ae2bf4d3c02b2c23969116f979d5,"LANG-799 - DateUtils#parseDate uses default locale; add Locale support
Remove inappropriate test - we don't use localized formats

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1389172 13f79535-47bb-0310-9956-ffa450edef68",DateUtilsTest.java,testParseNonSystemLocale,yes,yes,yes,yes,,,,,,
09/26/2012 13:03:24,d7af9435485453053a61f9baaca616602d8a4fd8,"LANG-828 FastDateParser does not handle non-Gregorian calendars properly
Use Calendar#getDisplayNames() instead of DateFormatSymbols#getEras()

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1390626 13f79535-47bb-0310-9956-ffa450edef68",FastDateParserTest.java,testEras,yes,yes,yes,yes,,,,,,
09/27/2012 16:08:54,342a9184a9e11878e0117ffc5dc1946af3516d98,"JUnit 3 --> JUnit 4

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1391222 13f79535-47bb-0310-9956-ffa450edef68",ConversionTest.java,testShortsToLong,no,no,no,no,,,,,,
,,,,testTestsToCheckImplemented,yes,yes,yes,yes,,,,,,
10/03/2012 17:30:51,ff5b829efdb1f4ba42f516a030faf40a923da779,"Use term ""binary"" instead of ""boolArray"" in Conversion. Improve Javadoc of class.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1393800 13f79535-47bb-0310-9956-ffa450edef68",ConversionTest.java,testLongToBoolArray,no,no,no,no,,refactor,,,,
,,,,testIntToBoolArray,no,no,no,no,,refactor,,,,
,,,,testShortToBoolArray,no,no,no,no,,refactor,,,,
,,,,testByteToBoolArray,no,no,no,no,,refactor,,,,
10/22/2013 14:23:21,01d67b1bda06b33752fe3232594988561ff0c324,"Removing isExactlyOneTrue, since there is no consensus about this method. See also LANG-922.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1534738 13f79535-47bb-0310-9956-ffa450edef68",BooleanUtilsTest.java,testIsExactlyOneTrue_primitive_nullInput,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_primitive_emptyInput,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_primitive_validInput_2items,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_primitive_validInput_3items,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_object_nullInput,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_object_emptyInput,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_object_nullElementInput,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_object_validInput_2items,yes,yes,yes,yes,,,,,,
,,,,testIsExactlyOneTrue_object_validInput_3items,yes,yes,yes,yes,,,,,,
10/25/2013 21:45:39,2550d4cfa283603a23283c5495bfab75deff02dc,"Rewriting OctalUnescaper as a hand rolled parser (all of 4 characters), instead of trying to handle the conversion via repeated attempts to convert the numbers. This fixes bugs, see LANG-929, and also changes the behaviour for 'illegal' octals such as \999. Instead of throwing NumberFormatException, it will now ignore them. This seems the better behaviour. 

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1535914 13f79535-47bb-0310-9956-ffa450edef68",OctalUnescaperTest.java,testOutOfRange,conflict,no,no,yes,,,,,,
01/11/2014 13:39:21,28daf04ae265d03b49f4ae7b05a16b075a105e4a,"Use annotation based testing for failure cases

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1557446 13f79535-47bb-0310-9956-ffa450edef68",RandomUtilsTest.java,testExceptions,no,no,no,no,,refactored and broken into multiple tests,,,,
02/01/2014 1:53:54,954280893c34f560b35c3eb1c106852110d8ca27,"Reverts changes introduced in r1563259. Discussion to be had over correct place for this functionality (likely org.apache.commons.lang3.Conversion).

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1563378 13f79535-47bb-0310-9956-ffa450edef68",NumberUtilsTest.java,testByteArrayConversionArgChecking,yes,yes,yes,yes,,,,,,
,,,,testShortByteArrayConversion,yes,yes,yes,yes,,,,,,
,,,,testIntByteArrayConversion,yes,yes,yes,yes,,,,,,
,,,,testLongByteArrayConversion,yes,yes,yes,yes,,,,,,
,,,,testDoubleByteArrayConversion,yes,yes,yes,yes,,,,,,
,,,,testFloatByteArrayConversion,yes,yes,yes,yes,,,,,,
05/09/2014 16:13:01,10641f9ae7d1d2f30aec5bc146a8d5b49c22d0a0,"Using Validate where possible in builder package.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1593622 13f79535-47bb-0310-9956-ffa450edef68",HashCodeBuilderTest.java,testConstructorExEven,no,no,no,no,,renamed,,,,
02/26/2015 2:13:58,61836183b1d84a18dbcc084d1f41bcecf752f9fd,"Reverting changes from r1661762 (LANG-1086) for now until we have consensus about this change.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1662379 13f79535-47bb-0310-9956-ffa450edef68",AbstractConcurrentInitializerTest.java,testGetConcurrentWithException,yes,yes,yes,yes,,,,,,
,,,AtomicInitializerTest.java,testGetConcurrentWithException,yes,yes,yes,yes,,,,,,
,,,AtomicSafeInitializerTest.java,testExceptionOnInitialize,yes,yes,yes,yes,,,,,,
,,,,testInterruptedWaitingOnInitialize,yes,yes,yes,yes,,,,,,
,,,,testOneThreadWaitingForAnotherToInitialize,yes,yes,yes,yes,,,,,,
,,,LazyInitializerTest.java,testGetConcurrentWithException,yes,yes,yes,yes,,,,,,
03/13/2015 2:36:25,f29eb8e7f80502e64e612cda09d41ac8d779bc7c,"Use annotation based testing for expected exceptions

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1666364 13f79535-47bb-0310-9956-ffa450edef68",ClassUtilsTest.java,test_getAbbreviatedName_Class_Exceptions,no,no,no,no,,refactored; broken into multiple test,,,,
04/07/2015 20:48:12,c9d3c58e44738bf38c3974f054daeab1d7bf0f89,"revert muddled commit

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/lang/trunk@1671989 13f79535-47bb-0310-9956-ffa450edef68",FastDateParserTest.java,testTimeZoneStrategyPattern,yes,yes,yes,yes,,,,,,
04/28/2015 4:58:13,af8d0ab9bcd092b3681376b30b56f8e8faacf3c2,testSwapIntExchangedOffsets,ArrayUtilsTest.java,testSwapCharOutOfBounds,yes,yes,yes,yes,,,,,,
05/07/2015 1:50:41,5b7608d1549989d92dd159392c19d9ba8ce0e62e,consistent treatment for negative indices for swap method,ArrayUtilsTest.java,testSwapCharOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapCharOutOfRangeLen,no,no,no,no,,refactor,,,,
,,,,testSwapFloatOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapFloatOutOfRangeLen,no,no,no,no,,refactor,,,,
,,,,testSwapDoubleOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapDoubleOutOfRangeLen,no,no,no,no,,refactor,,,,
,,,,testSwapIntOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapIntOutOfRangeLen,no,no,no,no,,refactor,,,,
,,,,testSwapLongOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapLongOutOfRangeLen,no,no,no,no,,refactor,,,,
,,,,testSwapObjectOutOfRange,no,no,no,no,,refactor,,,,
,,,,testSwapObjectOutOfRangeLen,no,no,no,no,,refactor,,,,
12/17/2015 8:52:42,1002c9e243883654f9c1e6beae643fb4e72fc172,revert LANG-1192 while investigating travis failures,WeekYearTest.java,testParser,yes,yes,yes,yes,,,,,,
,,,,testPrinter,yes,yes,yes,yes,,,,,,
06/08/2016 15:21:41,9bd439b4e0aa69050ef1baa537e552fa4620e5d4,"LANG-1229: Performance regression due to cyclic hashCode guard

To fix this issues revert the unreleased ""LANG-456: HashCodeBuilder throws StackOverflowError in bidirectional navigable"".

This reverts commit b5749b4f54b30c0c2050e456c12cfcf516434f13.",HashCodeBuilderTest.java,testNonreflectionObjectCycle,yes,yes,yes,yes,,,,,,
07/31/2016 11:50:48,009e33bb5d2950ad46d80f0b84ac77f075378859,"delete StringUtilsTest#testIsEmpty, #testIsNotEmpty, #testIsBlank and #testIsNotBlank, because these tests are redundant with StringUtilsTrimEmptyTest#testIsEmpty, #testIsNotEmpty, #testIsBlank and #testIsNotBlank (closes #175, closes #176)",StringUtilsTest.java,testIsEmpty,yes,yes,yes,yes,,,,,,
,,,,testIsNotEmpty,yes,yes,yes,yes,,,,,,
,,,,testIsBlank,yes,yes,yes,yes,,,,,,
,,,,testIsNotBlank,yes,yes,yes,yes,,,,,,
09/11/2016 7:39:14,f83e93685baf911d8fce96485e0d5ed8d783eedb,"Revert ""[LANG-1227] Add XMLCharacter class.""

This reverts commit dd5a0e6e1e3edb41afb4b40e4ec2c99e5932e73c.",XMLCharacterTest.java,testIsWhitespace_char,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_char_arrary,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_CharSequence,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_EmptyArray,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_String_firstChar,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_String_lastChar,yes,yes,yes,yes,,,,,,
,,,,testIsWhitespace_String_singleChar,yes,yes,yes,yes,,,,,,
09/11/2016 8:47:33,4388ded2d1a9a4907e9f7d23a74e416b54a28c85,"Revert ""[LANG-1201] Add a TimeUnit-like classes for base 2 and base 10 digital""

This reverts commit a1cde6ab707515ae014c2635f9d32ad0ba64e7a0.",DigitalBase10SizeUnitTest.java,testToBits,yes,yes,yes,yes,,,,,,
,,,,testToBytes,yes,yes,yes,yes,,,,,,
,,,,testToGigabytes,yes,yes,yes,yes,,,,,,
,,,,testToKilobytes,yes,yes,yes,yes,,,,,,
,,,,testToMegabytes,yes,yes,yes,yes,,,,,,
,,,,testToTerabytes,yes,yes,yes,yes,,,,,,
,,,DigitalBase2SizeUnitTest.java,testToBits,yes,yes,yes,yes,,,,,,
,,,,testToBytes,yes,yes,yes,yes,,,,,,
,,,,testToGigabytes,yes,yes,yes,yes,,,,,,
,,,,testToKilobytes,yes,yes,yes,yes,,,,,,
,,,,testToMegabytes,yes,yes,yes,yes,,,,,,
,,,,testToTerabytes,yes,yes,yes,yes,,,,,,
09/19/2016 4:46:19,09686fad46d49016057bae8f02dc79f409b7bd10,Revert parts of LANG-1134 to polish the API after 3.5,ValidateTest.java,testGreaterObject1,yes,yes,yes,yes,,,,,,
,,,,testGreaterObject2,yes,yes,yes,yes,,,,,,
,,,,testGreaterLong1,yes,yes,yes,yes,,,,,,
,,,,testGreaterLong2,yes,yes,yes,yes,,,,,,
,,,,testGreaterDouble1,yes,yes,yes,yes,,,,,,
,,,,testGreaterDouble2,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualObject1,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualObject2,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualLong1,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualLong2,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualDouble1,yes,yes,yes,yes,,,,,,
,,,,testGreaterOrEqualDouble2,yes,yes,yes,yes,,,,,,
,,,,testSmallerObject1,yes,yes,yes,yes,,,,,,
,,,,testSmallerObject2,yes,yes,yes,yes,,,,,,
,,,,testSmallerLong1,yes,yes,yes,yes,,,,,,
,,,,testSmallerLong2,yes,yes,yes,yes,,,,,,
,,,,testSmallerDouble1,yes,yes,yes,yes,,,,,,
,,,,testSmallerDouble2,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualObject1,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualObject2,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualLong1,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualLong2,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualDouble1,yes,yes,yes,yes,,,,,,
,,,,testSmallerOrEqualDouble2,yes,yes,yes,yes,,,,,,
,,,,testDifferentObject1,yes,yes,yes,yes,,,,,,
,,,,testDifferentObject2,yes,yes,yes,yes,,,,,,
,,,,testDifferentLong1,yes,yes,yes,yes,,,,,,
,,,,testDifferentLong2,yes,yes,yes,yes,,,,,,
,,,,testDifferentDouble1,yes,yes,yes,yes,,,,,,
,,,,testDifferentDouble2,yes,yes,yes,yes,,,,,,
09/25/2016 13:13:03,8ac857c41ec8ae02e57eb0c1c1a012525e7e14b9,Handle Comments,DateUtilsTest.java,testToCalendarWithDateNotNull,yes,yes,yes,yes,,redundant,,,,
,,,,testToCalendarWithTimeZoneNotNull,yes,yes,yes,yes,,redundant,,,,
09/25/2016 13:21:01,10d2363fcdd6e15568f765ba0dfd5f0cfa0b04eb,CharEncodingTest: remove tests for java versions below 1.3.1,CharEncodingTest.java,testWorksOnJava1_1_8,conflict,yes,yes,no,,refactored,,,,
,,,,testWorksOnJava1_2_2,conflict,yes,yes,no,,,,,,
12/12/2016 9:14:58,31fcd3bd8b3f0a9cd203d1e0767985e366ccfe28,Removed accidental commit of failing test case.,ArrayUtilsTest.java,testBadVarArgs,yes,yes,yes,yes,,,,,,
03/06/2017 20:55:39,66f8569ecc8173d61b7d182f4da0223ae7dbda38,LANG-1300: Reverted CharSequenceUtilsTest to original,CharSequenceUtilsTest.java,testLastIndexOfSupplementaryCharacters,yes,yes,yes,yes,,,,,,
,,,,testIndexOfSupplementaryCharacters,yes,yes,yes,yes,,,,,,
03/12/2017 11:21:27,3ce7f9eecfacbf3de716a8338ad4929371a66ca2,"revert ""LANG-1270: Add StringUtils#isAnyNotEmpty and #isAnyNotBlank"" and add ""LANG-1293: Add StringUtils#isAllEmpty and #isAllBlank methods"" instead",StringUtilsEmptyBlankTest.java,testIsAnyNotEmpty,yes,yes,yes,yes,,,,,,
,,,,testIsAnyNotBlank,yes,yes,yes,yes,,,,,,
03/19/2017 8:25:20,f4ee399e31eb61741f5f2167d6af8f49c0e991b6,"Revert ""LANG-1269: Wrong name or result of StringUtils#getJaroWinklerDistance (closes #198)""

This reverts commit a40b2a907a69e51675d7d0502b2608833c4da343, because adding a new method StringUtils#getJaroWinklerSimilarity and immediately deprecating it makes not sense.",StringUtilsTest.java,testGetJaroWinklerSimilarity_StringString,yes,yes,yes,yes,,,,,,
,,,,testGetJaroWinklerSimilarity_NullNull,yes,yes,yes,yes,,,,,,
,,,,testGetJaroWinklerSimilarity_StringNull,yes,yes,yes,yes,,,,,,
,,,,testGetJaroWinklerSimilarity_NullString,yes,yes,yes,yes,,,,,,
